品类,指标,日期,数值
饲料,饲料大麦澳洲交付价月均(A$/t),2024-10-01,300.20454545454544
饲料,饲料大麦澳洲交付价月均(A$/t),2024-11-01,300.94545454545454
饲料,饲料大麦澳洲交付价月均(A$/t),2024-12-01,303.5454545454545
饲料,饲料大麦澳洲交付价月均(A$/t),2025-01-01,311.0
饲料,饲料大麦澳洲交付价月均(A$/t),2025-02-01,322.75
饲料,饲料大麦澳洲交付价月均(A$/t),2025-03-01,329.3181818181818
饲料,饲料大麦澳洲交付价月均(A$/t),2025-04-01,332.79545454545456
饲料,饲料大麦澳洲交付价月均(A$/t),2025-05-01,336.0
饲料,饲料大麦澳洲交付价月均(A$/t),2025-06-01,331.79545454545456
饲料,饲料大麦澳洲交付价月均(A$/t),2025-07-01,326.8181818181818
饲料,饲料大麦澳洲交付价月均(A$/t),2025-08-01,313.7818181818182
饲料,饲料大麦澳洲交付价月均(A$/t),2025-09-01,300.9318181818182
饲料,饲料大麦澳洲交付价月均(A$/t),2025-10-01,305.27272727272725
饲料,饲料大麦澳洲交付价月均(A$/t),2025-11-01,309.47727272727275
饲料,饲料大麦澳洲交付价月均(A$/t),2025-12-01,309.90909090909093
饲料,饲料大麦澳洲交付价月均(A$/t),2026-01-01,312.6363636363636
饲料,饲料大麦澳洲交付价月均(A$/t),2026-02-01,321.8181818181818
饲料,饲料大麦澳洲交付价月均(A$/t),2026-03-01,342.8181818181818
饲料,饲料大麦澳洲交付价月均(A$/t),2026-04-01,358.72727272727275
饲料,饲料大麦澳洲交付价月均(A$/t),2026-05-01,358.9272727272727
饲料,饲料大麦澳洲交付价月均(A$/t),2026-06-01,341.9318181818182
饲料,饲料小麦澳洲交付价月均(A$/t),2023-07-01,388.04545454545456
饲料,饲料小麦澳洲交付价月均(A$/t),2023-08-01,402.0
饲料,饲料小麦澳洲交付价月均(A$/t),2023-09-01,413.5090909090909
饲料,饲料小麦澳洲交付价月均(A$/t),2023-10-01,415.1818181818182
饲料,饲料小麦澳洲交付价月均(A$/t),2023-11-01,407.29545454545456
饲料,饲料小麦澳洲交付价月均(A$/t),2023-12-01,393.2121212121212
饲料,饲料小麦澳洲交付价月均(A$/t),2024-01-01,375.0909090909091
饲料,饲料小麦澳洲交付价月均(A$/t),2024-02-01,356.3181818181818
饲料,饲料小麦澳洲交付价月均(A$/t),2024-03-01,346.05454545454546
饲料,饲料小麦澳洲交付价月均(A$/t),2024-04-01,359.70454545454544
饲料,饲料小麦澳洲交付价月均(A$/t),2024-05-01,384.54545454545456
饲料,饲料小麦澳洲交付价月均(A$/t),2024-06-01,372.20454545454544
饲料,饲料小麦澳洲交付价月均(A$/t),2024-07-01,355.47727272727275
饲料,饲料小麦澳洲交付价月均(A$/t),2024-08-01,331.6363636363636
饲料,饲料小麦澳洲交付价月均(A$/t),2024-09-01,329.54545454545456
饲料,饲料小麦澳洲交付价月均(A$/t),2024-10-01,333.9318181818182
饲料,饲料小麦澳洲交付价月均(A$/t),2024-11-01,331.72727272727275
饲料,饲料小麦澳洲交付价月均(A$/t),2024-12-01,333.3636363636364
饲料,饲料小麦澳洲交付价月均(A$/t),2025-01-01,339.7818181818182
饲料,饲料小麦澳洲交付价月均(A$/t),2025-02-01,348.20454545454544
饲料,饲料小麦澳洲交付价月均(A$/t),2025-03-01,351.1363636363636
饲料,饲料小麦澳洲交付价月均(A$/t),2025-04-01,356.59090909090907
饲料,饲料小麦澳洲交付价月均(A$/t),2025-05-01,355.9272727272727
饲料,饲料小麦澳洲交付价月均(A$/t),2025-06-01,350.0
饲料,饲料小麦澳洲交付价月均(A$/t),2025-07-01,345.77272727272725
饲料,饲料小麦澳洲交付价月均(A$/t),2025-08-01,335.5272727272727
饲料,饲料小麦澳洲交付价月均(A$/t),2025-09-01,325.5681818181818
饲料,饲料小麦澳洲交付价月均(A$/t),2025-10-01,332.9818181818182
饲料,饲料小麦澳洲交付价月均(A$/t),2025-11-01,338.04545454545456
饲料,饲料小麦澳洲交付价月均(A$/t),2025-12-01,335.8181818181818
饲料,饲料小麦澳洲交付价月均(A$/t),2026-01-01,332.25454545454545
饲料,饲料小麦澳洲交付价月均(A$/t),2026-02-01,334.0
饲料,饲料小麦澳洲交付价月均(A$/t),2026-03-01,349.3636363636363
饲料,饲料小麦澳洲交付价月均(A$/t),2026-04-01,366.3181818181818
饲料,饲料小麦澳洲交付价月均(A$/t),2026-05-01,371.0
饲料,饲料小麦澳洲交付价月均(A$/t),2026-06-01,357.3636363636364
饲料,饲料燕麦澳洲交付价月均(A$/t),2023-07-01,340.8333333333333
饲料,饲料燕麦澳洲交付价月均(A$/t),2023-08-01,330.83333333333337
饲料,饲料燕麦澳洲交付价月均(A$/t),2023-09-01,332.66666666666663
饲料,饲料燕麦澳洲交付价月均(A$/t),2023-10-01,351.6666666666667
饲料,饲料燕麦澳洲交付价月均(A$/t),2023-11-01,369.33333333333337
饲料,饲料燕麦澳洲交付价月均(A$/t),2023-12-01,391.4444444444444
饲料,饲料燕麦澳洲交付价月均(A$/t),2024-01-01,412.0833333333333
饲料,饲料燕麦澳洲交付价月均(A$/t),2024-02-01,415.83333333333337
饲料,饲料燕麦澳洲交付价月均(A$/t),2024-03-01,446.33333333333337
饲料,饲料燕麦澳洲交付价月均(A$/t),2024-04-01,476.6666666666667
饲料,饲料燕麦澳洲交付价月均(A$/t),2024-05-01,454.3333333333333
饲料,饲料燕麦澳洲交付价月均(A$/t),2024-06-01,451.6666666666667
饲料,饲料燕麦澳洲交付价月均(A$/t),2024-07-01,460.4166666666666
饲料,饲料燕麦澳洲交付价月均(A$/t),2024-08-01,456.6666666666667
饲料,饲料燕麦澳洲交付价月均(A$/t),2024-09-01,431.6666666666667
饲料,饲料燕麦澳洲交付价月均(A$/t),2024-10-01,404.75
饲料,饲料燕麦澳洲交付价月均(A$/t),2024-11-01,376.6666666666666
饲料,饲料燕麦澳洲交付价月均(A$/t),2024-12-01,378.1666666666666
饲料,饲料燕麦澳洲交付价月均(A$/t),2025-01-01,387.33333333333337
饲料,饲料燕麦澳洲交付价月均(A$/t),2025-02-01,405.58333333333337
饲料,饲料燕麦澳洲交付价月均(A$/t),2025-03-01,394.5
饲料,饲料燕麦澳洲交付价月均(A$/t),2025-04-01,393.9166666666666
饲料,饲料燕麦澳洲交付价月均(A$/t),2025-05-01,395.6666666666666
饲料,饲料燕麦澳洲交付价月均(A$/t),2025-06-01,395.4166666666667
饲料,饲料燕麦澳洲交付价月均(A$/t),2025-07-01,392.5
饲料,饲料燕麦澳洲交付价月均(A$/t),2025-08-01,386.0
饲料,饲料燕麦澳洲交付价月均(A$/t),2025-09-01,368.33333333333337
饲料,饲料燕麦澳洲交付价月均(A$/t),2025-10-01,359.8666666666667
饲料,饲料燕麦澳洲交付价月均(A$/t),2025-11-01,351.75
饲料,饲料燕麦澳洲交付价月均(A$/t),2025-12-01,349.66666666666663
饲料,饲料燕麦澳洲交付价月均(A$/t),2026-01-01,344.6
饲料,饲料燕麦澳洲交付价月均(A$/t),2026-02-01,333.0
饲料,饲料燕麦澳洲交付价月均(A$/t),2026-03-01,329.11111111111114
饲料,饲料燕麦澳洲交付价月均(A$/t),2026-04-01,322.5
饲料,饲料燕麦澳洲交付价月均(A$/t),2026-05-01,320.4
饲料,饲料燕麦澳洲交付价月均(A$/t),2026-06-01,303.3333333333333
饲料,高粱澳洲交付价月均(A$/t),2023-07-01,387.875
饲料,高粱澳洲交付价月均(A$/t),2023-08-01,411.25
饲料,高粱澳洲交付价月均(A$/t),2023-09-01,422.0
饲料,高粱澳洲交付价月均(A$/t),2023-10-01,430.5
饲料,高粱澳洲交付价月均(A$/t),2023-11-01,417.125
饲料,高粱澳洲交付价月均(A$/t),2023-12-01,397.0
饲料,高粱澳洲交付价月均(A$/t),2024-01-01,392.625
饲料,高粱澳洲交付价月均(A$/t),2024-02-01,356.375
饲料,高粱澳洲交付价月均(A$/t),2024-03-01,352.25
饲料,高粱澳洲交付价月均(A$/t),2024-04-01,362.0625
饲料,高粱澳洲交付价月均(A$/t),2024-05-01,363.7
饲料,高粱澳洲交付价月均(A$/t),2024-06-01,355.6875
饲料,高粱澳洲交付价月均(A$/t),2024-07-01,338.0625
饲料,高粱澳洲交付价月均(A$/t),2024-08-01,328.7
饲料,高粱澳洲交付价月均(A$/t),2024-09-01,298.875
饲料,高粱澳洲交付价月均(A$/t),2024-10-01,317.25
饲料,高粱澳洲交付价月均(A$/t),2024-11-01,327.6
饲料,高粱澳洲交付价月均(A$/t),2024-12-01,323.375
饲料,高粱澳洲交付价月均(A$/t),2025-01-01,333.65
饲料,高粱澳洲交付价月均(A$/t),2025-02-01,337.4375
饲料,高粱澳洲交付价月均(A$/t),2025-03-01,360.625
饲料,高粱澳洲交付价月均(A$/t),2025-04-01,374.3125
饲料,高粱澳洲交付价月均(A$/t),2025-05-01,364.65
饲料,高粱澳洲交付价月均(A$/t),2025-06-01,358.625
饲料,高粱澳洲交付价月均(A$/t),2025-07-01,361.375
饲料,高粱澳洲交付价月均(A$/t),2025-08-01,353.9
饲料,高粱澳洲交付价月均(A$/t),2025-09-01,330.625
饲料,高粱澳洲交付价月均(A$/t),2025-10-01,327.15
饲料,高粱澳洲交付价月均(A$/t),2025-11-01,327.1875
饲料,高粱澳洲交付价月均(A$/t),2025-12-01,339.0
饲料,高粱澳洲交付价月均(A$/t),2026-01-01,345.5
饲料,高粱澳洲交付价月均(A$/t),2026-02-01,348.0
饲料,高粱澳洲交付价月均(A$/t),2026-03-01,370.3333333333333
饲料,高粱澳洲交付价月均(A$/t),2026-04-01,374.5
饲料,高粱澳洲交付价月均(A$/t),2026-05-01,373.9
饲料,高粱澳洲交付价月均(A$/t),2026-06-01,361.0625
鸡,禽肉CPI指数,1972-09-01,25.66
鸡,禽肉CPI指数,1972-12-01,25.89
鸡,禽肉CPI指数,1973-03-01,25.74
鸡,禽肉CPI指数,1973-06-01,27.76
鸡,禽肉CPI指数,1973-09-01,29.56
鸡,禽肉CPI指数,1973-12-01,29.71
鸡,禽肉CPI指数,1974-03-01,31.59
鸡,禽肉CPI指数,1974-06-01,32.44
鸡,禽肉CPI指数,1974-09-01,32.91
鸡,禽肉CPI指数,1974-12-01,32.44
鸡,禽肉CPI指数,1975-03-01,32.05
鸡,禽肉CPI指数,1975-06-01,34.39
鸡,禽肉CPI指数,1975-09-01,35.41
鸡,禽肉CPI指数,1975-12-01,35.41
鸡,禽肉CPI指数,1976-03-01,37.04
鸡,禽肉CPI指数,1976-06-01,37.12
鸡,禽肉CPI指数,1976-09-01,36.58
鸡,禽肉CPI指数,1976-12-01,37.04
鸡,禽肉CPI指数,1977-03-01,40.16
鸡,禽肉CPI指数,1977-06-01,40.63
鸡,禽肉CPI指数,1977-09-01,41.57
鸡,禽肉CPI指数,1977-12-01,42.27
鸡,禽肉CPI指数,1978-03-01,42.04
鸡,禽肉CPI指数,1978-06-01,42.27
鸡,禽肉CPI指数,1978-09-01,41.65
鸡,禽肉CPI指数,1978-12-01,42.97
鸡,禽肉CPI指数,1979-03-01,43.6
鸡,禽肉CPI指数,1979-06-01,44.3
鸡,禽肉CPI指数,1979-09-01,46.17
鸡,禽肉CPI指数,1979-12-01,45.7
鸡,禽肉CPI指数,1980-03-01,46.17
鸡,禽肉CPI指数,1980-06-01,48.59
鸡,禽肉CPI指数,1980-09-01,47.34
鸡,禽肉CPI指数,1980-12-01,50.93
鸡,禽肉CPI指数,1981-03-01,53.81
鸡,禽肉CPI指数,1981-06-01,54.44
鸡,禽肉CPI指数,1981-09-01,55.68
鸡,禽肉CPI指数,1981-12-01,57.24
鸡,禽肉CPI指数,1982-03-01,58.26
鸡,禽肉CPI指数,1982-06-01,58.1
鸡,禽肉CPI指数,1982-09-01,59.51
鸡,禽肉CPI指数,1982-12-01,59.19
鸡,禽肉CPI指数,1983-03-01,60.83
鸡,禽肉CPI指数,1983-06-01,60.52
鸡,禽肉CPI指数,1983-09-01,64.5
鸡,禽肉CPI指数,1983-12-01,61.3
鸡,禽肉CPI指数,1984-03-01,61.69
鸡,禽肉CPI指数,1984-06-01,59.58
鸡,禽肉CPI指数,1984-09-01,60.36
鸡,禽肉CPI指数,1984-12-01,62.08
鸡,禽肉CPI指数,1985-03-01,64.18
鸡,禽肉CPI指数,1985-06-01,64.11
鸡,禽肉CPI指数,1985-09-01,63.25
鸡,禽肉CPI指数,1985-12-01,63.72
鸡,禽肉CPI指数,1986-03-01,65.82
鸡,禽肉CPI指数,1986-06-01,65.28
鸡,禽肉CPI指数,1986-09-01,64.65
鸡,禽肉CPI指数,1986-12-01,65.43
鸡,禽肉CPI指数,1987-03-01,67.69
鸡,禽肉CPI指数,1987-06-01,70.27
鸡,禽肉CPI指数,1987-09-01,68.16
鸡,禽肉CPI指数,1987-12-01,68.47
鸡,禽肉CPI指数,1988-03-01,68.08
鸡,禽肉CPI指数,1988-06-01,71.52
鸡,禽肉CPI指数,1988-09-01,70.35
鸡,禽肉CPI指数,1988-12-01,73.39
鸡,禽肉CPI指数,1989-03-01,75.02
鸡,禽肉CPI指数,1989-06-01,77.91
鸡,禽肉CPI指数,1989-09-01,76.66
鸡,禽肉CPI指数,1989-12-01,78.92
鸡,禽肉CPI指数,1990-03-01,78.22
鸡,禽肉CPI指数,1990-06-01,78.14
鸡,禽肉CPI指数,1990-09-01,75.49
鸡,禽肉CPI指数,1990-12-01,75.34
鸡,禽肉CPI指数,1991-03-01,76.19
鸡,禽肉CPI指数,1991-06-01,73.93
鸡,禽肉CPI指数,1991-09-01,72.06
鸡,禽肉CPI指数,1991-12-01,70.81
鸡,禽肉CPI指数,1992-03-01,71.2
鸡,禽肉CPI指数,1992-06-01,69.8
鸡,禽肉CPI指数,1992-09-01,68.71
鸡,禽肉CPI指数,1992-12-01,68.86
鸡,禽肉CPI指数,1993-03-01,68.55
鸡,禽肉CPI指数,1993-06-01,69.41
鸡,禽肉CPI指数,1993-09-01,68.63
鸡,禽肉CPI指数,1993-12-01,67.23
鸡,禽肉CPI指数,1994-03-01,64.73
鸡,禽肉CPI指数,1994-06-01,65.2
鸡,禽肉CPI指数,1994-09-01,63.72
鸡,禽肉CPI指数,1994-12-01,64.5
鸡,禽肉CPI指数,1995-03-01,69.41
鸡,禽肉CPI指数,1995-06-01,69.1
鸡,禽肉CPI指数,1995-09-01,67.85
鸡,禽肉CPI指数,1995-12-01,70.66
鸡,禽肉CPI指数,1996-03-01,71.52
鸡,禽肉CPI指数,1996-06-01,72.84
鸡,禽肉CPI指数,1996-09-01,74.17
鸡,禽肉CPI指数,1996-12-01,75.49
鸡,禽肉CPI指数,1997-03-01,76.27
鸡,禽肉CPI指数,1997-06-01,74.4
鸡,禽肉CPI指数,1997-09-01,76.19
鸡,禽肉CPI指数,1997-12-01,75.02
鸡,禽肉CPI指数,1998-03-01,75.1
鸡,禽肉CPI指数,1998-06-01,74.01
鸡,禽肉CPI指数,1998-09-01,73.24
鸡,禽肉CPI指数,1998-12-01,73.67
鸡,禽肉CPI指数,1999-03-01,74.57
鸡,禽肉CPI指数,1999-06-01,75.41
鸡,禽肉CPI指数,1999-09-01,74.82
鸡,禽肉CPI指数,1999-12-01,74.55
鸡,禽肉CPI指数,2000-03-01,74.24
鸡,禽肉CPI指数,2000-06-01,74.4
鸡,禽肉CPI指数,2000-09-01,71.19
鸡,禽肉CPI指数,2000-12-01,71.97
鸡,禽肉CPI指数,2001-03-01,75.17
鸡,禽肉CPI指数,2001-06-01,75.76
鸡,禽肉CPI指数,2001-09-01,76.2
鸡,禽肉CPI指数,2001-12-01,76.41
鸡,禽肉CPI指数,2002-03-01,79.15
鸡,禽肉CPI指数,2002-06-01,77.04
鸡,禽肉CPI指数,2002-09-01,76.02
鸡,禽肉CPI指数,2002-12-01,75.26
鸡,禽肉CPI指数,2003-03-01,76.69
鸡,禽肉CPI指数,2003-06-01,76.55
鸡,禽肉CPI指数,2003-09-01,76.98
鸡,禽肉CPI指数,2003-12-01,80.82
鸡,禽肉CPI指数,2004-03-01,82.56
鸡,禽肉CPI指数,2004-06-01,81.31
鸡,禽肉CPI指数,2004-09-01,81.21
鸡,禽肉CPI指数,2004-12-01,80.88
鸡,禽肉CPI指数,2005-03-01,80.59
鸡,禽肉CPI指数,2005-06-01,78.11
鸡,禽肉CPI指数,2005-09-01,76.65
鸡,禽肉CPI指数,2005-12-01,76.19
鸡,禽肉CPI指数,2006-03-01,75.33
鸡,禽肉CPI指数,2006-06-01,75.85
鸡,禽肉CPI指数,2006-09-01,74.15
鸡,禽肉CPI指数,2006-12-01,73.93
鸡,禽肉CPI指数,2007-03-01,75.5
鸡,禽肉CPI指数,2007-06-01,75.98
鸡,禽肉CPI指数,2007-09-01,77.13
鸡,禽肉CPI指数,2007-12-01,80.34
鸡,禽肉CPI指数,2008-03-01,84.26
鸡,禽肉CPI指数,2008-06-01,84.29
鸡,禽肉CPI指数,2008-09-01,83.75
鸡,禽肉CPI指数,2008-12-01,84.14
鸡,禽肉CPI指数,2009-03-01,84.52
鸡,禽肉CPI指数,2009-06-01,82.71
鸡,禽肉CPI指数,2009-09-01,83.95
鸡,禽肉CPI指数,2009-12-01,83.93
鸡,禽肉CPI指数,2010-03-01,82.48
鸡,禽肉CPI指数,2010-06-01,83.23
鸡,禽肉CPI指数,2010-09-01,83.06
鸡,禽肉CPI指数,2010-12-01,84.43
鸡,禽肉CPI指数,2011-03-01,84.67
鸡,禽肉CPI指数,2011-06-01,85.26
鸡,禽肉CPI指数,2011-09-01,84.02
鸡,禽肉CPI指数,2011-12-01,81.46
鸡,禽肉CPI指数,2012-03-01,78.91
鸡,禽肉CPI指数,2012-06-01,79.21
鸡,禽肉CPI指数,2012-09-01,80.52
鸡,禽肉CPI指数,2012-12-01,85.33
鸡,禽肉CPI指数,2013-03-01,85.45
鸡,禽肉CPI指数,2013-06-01,85.21
鸡,禽肉CPI指数,2013-09-01,84.12
鸡,禽肉CPI指数,2013-12-01,85.16
鸡,禽肉CPI指数,2014-03-01,85.38
鸡,禽肉CPI指数,2014-06-01,84.85
鸡,禽肉CPI指数,2014-09-01,85.05
鸡,禽肉CPI指数,2014-12-01,85.39
鸡,禽肉CPI指数,2015-03-01,85.56
鸡,禽肉CPI指数,2015-06-01,85.39
鸡,禽肉CPI指数,2015-09-01,83.77
鸡,禽肉CPI指数,2015-12-01,82.26
鸡,禽肉CPI指数,2016-03-01,83.09
鸡,禽肉CPI指数,2016-06-01,81.17
鸡,禽肉CPI指数,2016-09-01,80.91
鸡,禽肉CPI指数,2016-12-01,81.32
鸡,禽肉CPI指数,2017-03-01,82.11
鸡,禽肉CPI指数,2017-06-01,81.26
鸡,禽肉CPI指数,2017-09-01,81.12
鸡,禽肉CPI指数,2017-10-01,81.65
鸡,禽肉CPI指数,2017-11-01,82.25
鸡,禽肉CPI指数,2017-12-01,82.17
鸡,禽肉CPI指数,2018-01-01,82.45
鸡,禽肉CPI指数,2018-02-01,82.34
鸡,禽肉CPI指数,2018-03-01,82.56
鸡,禽肉CPI指数,2018-04-01,82.08
鸡,禽肉CPI指数,2018-05-01,81.69
鸡,禽肉CPI指数,2018-06-01,82.38
鸡,禽肉CPI指数,2018-07-01,83.13
鸡,禽肉CPI指数,2018-08-01,82.51
鸡,禽肉CPI指数,2018-09-01,82.71
鸡,禽肉CPI指数,2018-10-01,82.65
鸡,禽肉CPI指数,2018-11-01,83.3
鸡,禽肉CPI指数,2018-12-01,83.5
鸡,禽肉CPI指数,2019-01-01,85.62
鸡,禽肉CPI指数,2019-02-01,86.2
鸡,禽肉CPI指数,2019-03-01,85.93
鸡,禽肉CPI指数,2019-04-01,85.24
鸡,禽肉CPI指数,2019-05-01,85.77
鸡,禽肉CPI指数,2019-06-01,85.76
鸡,禽肉CPI指数,2019-07-01,86.56
鸡,禽肉CPI指数,2019-08-01,87.55
鸡,禽肉CPI指数,2019-09-01,86.93
鸡,禽肉CPI指数,2019-10-01,86.21
鸡,禽肉CPI指数,2019-11-01,86.26
鸡,禽肉CPI指数,2019-12-01,86.16
鸡,禽肉CPI指数,2020-01-01,86.59
鸡,禽肉CPI指数,2020-02-01,86.51
鸡,禽肉CPI指数,2020-03-01,86.93
鸡,禽肉CPI指数,2020-04-01,85.87
鸡,禽肉CPI指数,2020-05-01,85.81
鸡,禽肉CPI指数,2020-06-01,85.85
鸡,禽肉CPI指数,2020-07-01,87.05
鸡,禽肉CPI指数,2020-08-01,87.41
鸡,禽肉CPI指数,2020-09-01,87.22
鸡,禽肉CPI指数,2020-10-01,85.93
鸡,禽肉CPI指数,2020-11-01,86.21
鸡,禽肉CPI指数,2020-12-01,86.13
鸡,禽肉CPI指数,2021-01-01,87.56
鸡,禽肉CPI指数,2021-02-01,87.5
鸡,禽肉CPI指数,2021-03-01,86.76
鸡,禽肉CPI指数,2021-04-01,87.3
鸡,禽肉CPI指数,2021-05-01,86.78
鸡,禽肉CPI指数,2021-06-01,86.34
鸡,禽肉CPI指数,2021-07-01,86.97
鸡,禽肉CPI指数,2021-08-01,86.67
鸡,禽肉CPI指数,2021-09-01,86.92
鸡,禽肉CPI指数,2021-10-01,86.4
鸡,禽肉CPI指数,2021-11-01,86.13
鸡,禽肉CPI指数,2021-12-01,85.44
鸡,禽肉CPI指数,2022-01-01,88.54
鸡,禽肉CPI指数,2022-02-01,90.38
鸡,禽肉CPI指数,2022-03-01,89.99
鸡,禽肉CPI指数,2022-04-01,91.28
鸡,禽肉CPI指数,2022-05-01,91.88
鸡,禽肉CPI指数,2022-06-01,91.39
鸡,禽肉CPI指数,2022-07-01,92.6
鸡,禽肉CPI指数,2022-08-01,94.61
鸡,禽肉CPI指数,2022-09-01,94.33
鸡,禽肉CPI指数,2022-10-01,94.95
鸡,禽肉CPI指数,2022-11-01,95.3
鸡,禽肉CPI指数,2022-12-01,95.42
鸡,禽肉CPI指数,2023-01-01,95.95
鸡,禽肉CPI指数,2023-02-01,96.43
鸡,禽肉CPI指数,2023-03-01,96.52
鸡,禽肉CPI指数,2023-04-01,98.15
鸡,禽肉CPI指数,2023-05-01,99.21
鸡,禽肉CPI指数,2023-06-01,98.61
鸡,禽肉CPI指数,2023-07-01,99.37
鸡,禽肉CPI指数,2023-08-01,99.99
鸡,禽肉CPI指数,2023-09-01,99.7
鸡,禽肉CPI指数,2023-10-01,99.0
鸡,禽肉CPI指数,2023-11-01,98.06
鸡,禽肉CPI指数,2023-12-01,98.26
鸡,禽肉CPI指数,2024-01-01,98.36
鸡,禽肉CPI指数,2024-02-01,98.32
鸡,禽肉CPI指数,2024-03-01,98.5
鸡,禽肉CPI指数,2024-04-01,99.11
鸡,禽肉CPI指数,2024-05-01,99.57
鸡,禽肉CPI指数,2024-06-01,99.17
鸡,禽肉CPI指数,2024-07-01,100.77
鸡,禽肉CPI指数,2024-08-01,101.1
鸡,禽肉CPI指数,2024-09-01,100.76
鸡,禽肉CPI指数,2024-10-01,101.15
鸡,禽肉CPI指数,2024-11-01,100.85
鸡,禽肉CPI指数,2024-12-01,100.82
鸡,禽肉CPI指数,2025-01-01,101.94
鸡,禽肉CPI指数,2025-02-01,101.61
鸡,禽肉CPI指数,2025-03-01,101.65
鸡,禽肉CPI指数,2025-04-01,100.13
鸡,禽肉CPI指数,2025-05-01,100.6
鸡,禽肉CPI指数,2025-06-01,100.22
鸡,禽肉CPI指数,2025-07-01,100.21
鸡,禽肉CPI指数,2025-08-01,100.72
鸡,禽肉CPI指数,2025-09-01,100.31
鸡,禽肉CPI指数,2025-10-01,100.06
鸡,禽肉CPI指数,2025-11-01,100.06
鸡,禽肉CPI指数,2025-12-01,100.25
鸡,禽肉CPI指数,2026-01-01,100.77
鸡,禽肉CPI指数,2026-02-01,100.95
鸡,禽肉CPI指数,2026-03-01,101.09
鸡,禽肉CPI指数,2026-04-01,101.14
鸡,"鸡屠宰量(千头,季度)",1965-09-01,11073.0
鸡,"鸡屠宰量(千头,季度)",1965-12-01,12618.0
鸡,"鸡屠宰量(千头,季度)",1966-03-01,12254.0
鸡,"鸡屠宰量(千头,季度)",1966-06-01,16061.0
鸡,"鸡屠宰量(千头,季度)",1966-09-01,15786.0
鸡,"鸡屠宰量(千头,季度)",1966-12-01,17006.0
鸡,"鸡屠宰量(千头,季度)",1967-03-01,16120.0
鸡,"鸡屠宰量(千头,季度)",1967-06-01,17420.0
鸡,"鸡屠宰量(千头,季度)",1967-09-01,18165.0
鸡,"鸡屠宰量(千头,季度)",1967-12-01,19754.0
鸡,"鸡屠宰量(千头,季度)",1968-03-01,18666.0
鸡,"鸡屠宰量(千头,季度)",1968-06-01,18894.0
鸡,"鸡屠宰量(千头,季度)",1968-09-01,18371.0
鸡,"鸡屠宰量(千头,季度)",1968-12-01,18895.0
鸡,"鸡屠宰量(千头,季度)",1969-03-01,18464.0
鸡,"鸡屠宰量(千头,季度)",1969-06-01,18445.0
鸡,"鸡屠宰量(千头,季度)",1969-09-01,19872.0
鸡,"鸡屠宰量(千头,季度)",1969-12-01,21198.0
鸡,"鸡屠宰量(千头,季度)",1970-03-01,20398.0
鸡,"鸡屠宰量(千头,季度)",1970-06-01,22193.0
鸡,"鸡屠宰量(千头,季度)",1970-09-01,23254.0
鸡,"鸡屠宰量(千头,季度)",1970-12-01,25596.0
鸡,"鸡屠宰量(千头,季度)",1971-03-01,26750.0
鸡,"鸡屠宰量(千头,季度)",1971-06-01,27303.0
鸡,"鸡屠宰量(千头,季度)",1971-09-01,27967.0
鸡,"鸡屠宰量(千头,季度)",1971-12-01,27828.0
鸡,"鸡屠宰量(千头,季度)",1972-03-01,27046.0
鸡,"鸡屠宰量(千头,季度)",1972-06-01,29054.0
鸡,"鸡屠宰量(千头,季度)",1972-09-01,28940.0
鸡,"鸡屠宰量(千头,季度)",1972-12-01,27586.0
鸡,"鸡屠宰量(千头,季度)",1973-03-01,27097.0
鸡,"鸡屠宰量(千头,季度)",1973-06-01,28041.0
鸡,"鸡屠宰量(千头,季度)",1973-09-01,31940.0
鸡,"鸡屠宰量(千头,季度)",1973-12-01,34513.0
鸡,"鸡屠宰量(千头,季度)",1974-03-01,34612.0
鸡,"鸡屠宰量(千头,季度)",1974-06-01,36941.0
鸡,"鸡屠宰量(千头,季度)",1974-09-01,37109.0
鸡,"鸡屠宰量(千头,季度)",1974-12-01,32520.0
鸡,"鸡屠宰量(千头,季度)",1975-03-01,29482.0
鸡,"鸡屠宰量(千头,季度)",1975-06-01,33170.0
鸡,"鸡屠宰量(千头,季度)",1975-09-01,35105.0
鸡,"鸡屠宰量(千头,季度)",1975-12-01,36887.0
鸡,"鸡屠宰量(千头,季度)",1976-03-01,34519.0
鸡,"鸡屠宰量(千头,季度)",1976-06-01,36778.0
鸡,"鸡屠宰量(千头,季度)",1976-09-01,37654.0
鸡,"鸡屠宰量(千头,季度)",1976-12-01,37789.0
鸡,"鸡屠宰量(千头,季度)",1977-03-01,37202.0
鸡,"鸡屠宰量(千头,季度)",1977-06-01,40011.0
鸡,"鸡屠宰量(千头,季度)",1977-09-01,41716.0
鸡,"鸡屠宰量(千头,季度)",1977-12-01,43836.0
鸡,"鸡屠宰量(千头,季度)",1978-03-01,42664.0
鸡,"鸡屠宰量(千头,季度)",1978-06-01,43619.0
鸡,"鸡屠宰量(千头,季度)",1978-09-01,44910.0
鸡,"鸡屠宰量(千头,季度)",1978-12-01,47475.2
鸡,"鸡屠宰量(千头,季度)",1979-03-01,47479.2
鸡,"鸡屠宰量(千头,季度)",1979-06-01,48118.8
鸡,"鸡屠宰量(千头,季度)",1979-09-01,50492.0
鸡,"鸡屠宰量(千头,季度)",1979-12-01,55895.2
鸡,"鸡屠宰量(千头,季度)",1980-03-01,56843.7
鸡,"鸡屠宰量(千头,季度)",1980-06-01,55668.7
